File,Journal No,Journal Date,Account,Amount_Debit,Amount_Credit,Description,Currency Code,Exchange Rate
RFX,MM101795,8/4/2025,InstantCash,,243.97,RFX30TSP0G94NX3,USD,4.4510958
RFX,MM101811,20/4/2025,InstantCash,,202.83,RFX30TTSJODWNJJ,USD,4.4271778
RFX,MM101815,8/4/2025,InstantCash,,287.47,RFX30TTXYKPSXX3,USD,4.4510958
RFX,MM101821,26/4/2025,InstantCash,,569.22,RFX30TU3RLSPWRG,USD,4.3893019
RFX,MM101827,6/4/2025,InstantCash,,292.38,RFX30TUN7C55JH9,USD,4.4324334
RFX,MM101831,30/4/2025,InstantCash,,453.18,RFX30TUR3CUQ5ED,USD,4.3429503
RFX,MM101833,6/4/2025,InstantCash,,449.82,RFX30TUSQV5SH2T,USD,4.4324334
RFX,MM101839,6/4/2025,InstantCash,,314.87,RFX30TV18J86CK4,USD,4.4324334
RFX,MM101853,11/4/2025,InstantCash,,575.85,RFX30TVKGCWI7FA,USD,4.4600223
RFX,MM101855,28/4/2025,InstantCash,,249.41,RFX30TVL2XBQRP7,USD,4.3801959
RFX,MM101879,7/4/2025,InstantCash,,451.25,RFX30TWROPS6MM4,USD,4.4340335
RFX,MM101895,18/4/2025,InstantCash,,178.23,RFX30TXRQG58W4J,USD,4.4271778
RFX,MM101915,9/4/2025,InstantCash,,245.46,RFX30TYTZT08EP2,USD,4.4707229
RFX,MM101925,4/4/2025,InstantCash,,513.76,RFX30TZP21NMW82,USD,4.4317859
RFX,MM101931,13/4/2025,InstantCash,,288.42,RFX30TZXPDVGEB0,USD,4.4600223
RFX,MM101935,20/4/2025,InstantCash,,180.29,RFX30U06BD5LCOW,USD,4.4271778
RFX,MM101947,20/4/2025,InstantCash,,650.2,RFX30U0MP1CABKX,USD,4.4271778
RFX,MM101949,16/4/2025,InstantCash,,358.69,RFX30U0O4ZPJNCG,USD,4.4289896
RFX,MM101957,30/4/2025,InstantCash,,273.68,RFX30U0W3L2EEM4,USD,4.3429503
RFX,MM101965,14/4/2025,InstantCash,,534.02,RFX30U1B1MUAVQQ,USD,4.4471928
RFX,MM101967,19/4/2025,InstantCash,,163.17,RFX30U1BIQWF7ZG,USD,4.4271778
RFX,MM101973,22/4/2025,InstantCash,,1351.89,RFX30U1S5WRZ4GC,USD,4.4134697
RFX,MM101989,10/4/2025,InstantCash,,330.1,RFX30U2KB6WT0PC,USD,4.4671047
RFX,MM102025,17/4/2025,InstantCash,,407.7,RFX30U4C2CM824L,USD,4.4240063
RFX,MM102039,29/4/2025,InstantCash,,227.54,RFX30U58UJ5USJ1,USD,4.3677542
RFX,MM102055,24/4/2025,InstantCash,,223.44,RFX30U5TLQB26ZT,USD,4.4017827
RFX,MM102057,5/4/2025,InstantCash,,406.19,RFX30U60HS1IISA,USD,4.4317859
RFX,MM102071,7/4/2025,InstantCash,,492.34,RFX30U6GD9KIMNE,USD,4.4340335
RFX,MM102089,6/4/2025,InstantCash,,132.7,RFX30U7VRAJMTVX,USD,4.4324334
RFX,MM102103,12/4/2025,InstantCash,,1560.6,RFX30U88L5B4Y1I,USD,4.4600223
RFX,MM102117,13/4/2025,InstantCash,,321.95,RFX30U8ZDCUA9Y0,USD,4.4600223
RFX,MM102121,4/4/2025,InstantCash,,662.28,RFX30U99YCG30YK,USD,4.4317859
RFX,MM102129,9/4/2025,InstantCash,,340.99,RFX30U9ISNRW89Z,USD,4.4707229
RFX,MM102135,8/4/2025,InstantCash,,1152.16,RFX30U9KSK2MFGC,USD,4.4510958
RFX,MM102149,8/4/2025,InstantCash,,334.51,RFX30UA2VT038UE,USD,4.4510958
RFX,MM102189,8/4/2025,InstantCash,,446.01,RFX30UC7PGI3AZN,USD,4.4510958
RFX,MM102203,16/4/2025,InstantCash,,408.01,RFX30UCUKYS0HOO,USD,4.4289896
RFX,MM102211,5/4/2025,InstantCash,,398.09,RFX30UD1QAICDCO,USD,4.4317859
RFX,MM102215,6/4/2025,InstantCash,,562.27,RFX30UD2CKISZ29,USD,4.4324334
RFX,MM102223,6/4/2025,InstantCash,,231.65,RFX30UDH90KAU3T,USD,4.4324334
RFX,MM102227,15/4/2025,InstantCash,,424.26,RFX30UE87HN2OZ6,USD,4.4438887
RFX,MM102231,8/4/2025,InstantCash,,108.64,RFX30UEC0VF8BJ6,USD,4.4510958
RFX,MM102239,6/4/2025,InstantCash,,1012.09,RFX30UEJDEKSSLB,USD,4.4324334
RFX,MM102243,6/4/2025,InstantCash,,528.54,RFX30UEJPBBLLR5,USD,4.4324334
RFX,MM102259,5/4/2025,InstantCash,,359.85,RFX30UFB292J9YU,USD,4.4317859
RFX,MM102265,10/4/2025,InstantCash,,221.54,RFX30UFHH2FW0NO,USD,4.4671047
RFX,MM102297,12/4/2025,InstantCash,,156.5,RFX30UGQMLNK6KG,USD,4.4600223
RFX,MM102299,14/4/2025,InstantCash,,425.42,RFX30UGR75HE2OA,USD,4.4471928
RFX,MM102303,6/4/2025,InstantCash,,690.48,RFX30UGVXPRL6J6,USD,4.4324334
RFX,MM102321,21/4/2025,InstantCash,,818.84,RFX30UHU9C1L3V6,USD,4.4166072
RFX,MM102337,11/4/2025,InstantCash,,403.5,RFX30UIJRR74ZBJ,USD,4.4600223
RFX,MM102339,7/4/2025,InstantCash,,11.22,RFX30UIO0050NRG,USD,4.4340335
RFX,MM102347,9/4/2025,InstantCash,,332.56,RFX30UIZAN3KI1Q,USD,4.4707229
RFX,MM102357,19/4/2025,InstantCash,,87.89,RFX30UJ744J9XZV,USD,4.4271778
RFX,MM102361,3/4/2025,InstantCash,,177.68,RFX30UJB9HFNBTZ,USD,4.4332058
RFX,MM102369,8/4/2025,InstantCash,,690.21,RFX30UJQQVKRSMX,USD,4.4510958
RFX,MM102385,23/4/2025,InstantCash,,452.13,RFX30UK64FDBMWW,USD,4.4091429
RFX,MM102391,13/4/2025,InstantCash,,493.67,RFX30UKJRH3JJY2,USD,4.4600223
RFX,MM102403,3/4/2025,InstantCash,,404.85,RFX30UKW7RIAP6T,USD,4.4332058
RFX,MM102405,6/4/2025,InstantCash,,447.57,RFX30UL2NOZNIK3,USD,4.4324334
RFX,MM102415,9/4/2025,InstantCash,,464.38,RFX30ULGBQSQYQJ,USD,4.4707229
RFX,MM102451,13/4/2025,InstantCash,,179.51,RFX30UNAXURD10K,USD,4.4600223
RFX,MM102457,30/4/2025,InstantCash,,387.52,RFX30UNW35FU84B,USD,4.3429503
RFX,MM102477,6/4/2025,InstantCash,,427.32,RFX30UOWE4Q8Y8H,USD,4.4324334
RFX,MM102479,6/4/2025,InstantCash,,312.06,RFX30UOY5SITK21,USD,4.4324334
RFX,MM102483,4/4/2025,InstantCash,,325.08,RFX30UPBFM2643Y,USD,4.4317859
RFX,MM102485,6/4/2025,InstantCash,,202.41,RFX30UPDXWFG1PA,USD,4.4324334
RFX,MM102489,19/4/2025,InstantCash,,315.52,RFX30UPJQI7WRG0,USD,4.4271778
RFX,MM102509,11/4/2025,InstantCash,,131.67,RFX30UR0BXGQW4R,USD,4.4600223
RFX,MM102515,27/4/2025,InstantCash,,325.26,RFX30UR97Z6DHCQ,USD,4.3893019
RFX,MM102517,20/4/2025,InstantCash,,160.01,RFX30URLJTTO55E,USD,4.4271778
RFX,MM102519,12/4/2025,InstantCash,,319.72,RFX30URNUFXKYC5,USD,4.4600223
RFX,MM102527,20/4/2025,InstantCash,,223.12,RFX30USTRTBQQNV,USD,4.4271778
RFX,MM102529,8/4/2025,InstantCash,,780.52,RFX30USU6IX1UVS,USD,4.4510958
RFX,MM102539,7/4/2025,InstantCash,,428.2,RFX30UTM9FWHJCO,USD,4.4340335
RFX,MM102545,13/4/2025,InstantCash,,485.82,RFX30UTT5ZWCA5D,USD,4.4600223
RFX,MM102549,24/4/2025,InstantCash,,1801.83,RFX30UTY6PEWR9D,USD,4.4017827
RFX,MM102573,10/4/2025,InstantCash,,330.1,RFX30UV5SQT7RAJ,USD,4.4671047
RFX,MM102597,13/4/2025,InstantCash,,852.71,RFX30UW9S38G8OA,USD,4.4600223
RFX,MM102599,6/4/2025,InstantCash,,569.02,RFX30UWBPDIOJJU,USD,4.4324334
RFX,MM102601,8/4/2025,InstantCash,,86.91,RFX30UWCZEQQS4P,USD,4.4510958
RFX,MM102603,9/4/2025,InstantCash,,81.67,RFX30UWG0ONH1KF,USD,4.4707229
RFX,MM102607,17/4/2025,InstantCash,,818.64,RFX30UWTVRN3YLC,USD,4.4240063
RFX,MM102611,24/4/2025,InstantCash,,558.26,RFX30UX35PU3U6W,USD,4.4017827
RFX,MM102633,11/4/2025,InstantCash,,424.03,RFX30UYB7LNWERC,USD,4.4600223
RFX,MM102635,30/4/2025,InstantCash,,919.95,RFX30UYKYPGY2O3,USD,4.3429503
RFX,MM102639,4/4/2025,InstantCash,,404.1,RFX30UYMGW4ARK7,USD,4.4317859
RFX,MM102641,9/4/2025,InstantCash,,531.87,RFX30UYN9J7KN2T,USD,4.4707229
RFX,MM102653,8/4/2025,InstantCash,,247.31,RFX30UZ6V17YFSN,USD,4.4510958
RFX,MM102665,6/4/2025,InstantCash,,162.61,RFX30UZIY50VBGP,USD,4.4324334
RFX,MM102679,8/4/2025,InstantCash,,1003.53,RFX30UZVB1JYP2X,USD,4.4510958
RFX,MM102715,14/4/2025,InstantCash,,668.61,RFX30V11K7OMSRL,USD,4.4471928
RFX,MM102727,5/4/2025,InstantCash,,245.15,RFX30V1OPPAPNLF,USD,4.4317859
RFX,MM102733,12/4/2025,InstantCash,,399.77,RFX30V1WENHIPWZ,USD,4.4600223
RFX,MM102755,6/4/2025,InstantCash,,179.23,RFX30V3A4RKWOXF,USD,4.4324334
RFX,MM102757,22/4/2025,InstantCash,,497.05,RFX30V3BEJDVP26,USD,4.4134697
RFX,MM102763,18/4/2025,InstantCash,,245.92,RFX30V3LOQ7J3Z1,USD,4.4271778
RFX,MM102765,6/4/2025,InstantCash,,326.12,RFX30V3MO7EJS4A,USD,4.4324334
RFX,MM102795,17/4/2025,InstantCash,,912.76,RFX30V6O8TZ8ZOV,USD,4.4240063
RFX,MM102805,18/4/2025,InstantCash,,688.13,RFX30V6ZSWRKSH1,USD,4.4271778
RFX,MM102809,3/4/2025,InstantCash,,605.03,RFX30V7AX15WDD2,USD,4.4332058
RFX,MM102811,9/4/2025,InstantCash,,574.95,RFX30V7DTNTQLD4,USD,4.4707229
RFX,MM102835,9/4/2025,InstantCash,,175.15,RFX30V8ADCFAL0Q,USD,4.4707229
RFX,MM102841,8/4/2025,InstantCash,,512.91,RFX30V8UDF8NXLC,USD,4.4510958
RFX,MM102859,3/4/2025,InstantCash,,290.14,RFX30VAFGTD6BEZ,USD,4.4332058
RFX,MM102889,11/4/2025,InstantCash,,1090.2,RFX30VBJ3R1KO1F,USD,4.4600223
RFX,MM102893,10/4/2025,InstantCash,,284.69,RFX30VBQLR5D6DM,USD,4.4671047
RFX,MM102901,4/4/2025,InstantCash,,449,RFX30VBZXCR966R,USD,4.4317859
RFX,MM102923,8/4/2025,InstantCash,,400.97,RFX30VCWPLTGS64,USD,4.4510958
RFX,MM102925,11/4/2025,InstantCash,,421.35,RFX30VCXLNVS775,USD,4.4600223
RFX,MM102927,5/4/2025,InstantCash,,494.8,RFX30VD26WB9M85,USD,4.4317859
RFX,MM102929,9/4/2025,InstantCash,,289.69,RFX30VD3IRO3FIY,USD,4.4707229
RFX,MM102935,19/4/2025,InstantCash,,405.67,RFX30VDMXFFX0TO,USD,4.4271778
RFX,MM102951,24/4/2025,InstantCash,,722.53,RFX30VE2JP3Q4G8,USD,4.4017827
RFX,MM102957,11/4/2025,InstantCash,,410.19,RFX30VEA884I7Q7,USD,4.4600223
RFX,MM102967,17/4/2025,InstantCash,,477.79,RFX30VEJT1OSKUR,USD,4.4240063
RFX,MM102969,25/4/2025,InstantCash,,1354.2,RFX30VEM9ARMFS4,USD,4.3893019
RFX,MM102971,14/4/2025,InstantCash,,123.19,RFX30VEOLZZXHLB,USD,4.4471928
RFX,MM102973,8/4/2025,InstantCash,,292.81,RFX30VEQUGY9PEE,USD,4.4510958
RFX,MM102983,11/4/2025,InstantCash,,407.2,RFX30VF0TNEPZUO,USD,4.4600223
RFX,MM102999,3/4/2025,InstantCash,,919.47,RFX30VFNPBG25TW,USD,4.4332058
RFX,MM103007,8/4/2025,InstantCash,,335.47,RFX30VFYGRB5JLJ,USD,4.4510958
RFX,MM103015,13/4/2025,InstantCash,,334.35,RFX30VGHMFWDCAT,USD,4.4600223
RFX,MM103017,6/4/2025,InstantCash,,303.08,RFX30VGINZXZKOG,USD,4.4324334
RFX,MM103023,5/4/2025,InstantCash,,427.55,RFX30VGOKWULVSP,USD,4.4317859
RFX,MM103033,8/4/2025,InstantCash,,289.69,RFX30VH71BGYJ1I,USD,4.4510958
RFX,MM103035,30/4/2025,InstantCash,,689.96,RFX30VH80X1U6F4,USD,4.3429503
RFX,MM103039,12/4/2025,InstantCash,,600.31,RFX30VHDHLSF0AL,USD,4.4600223
RFX,MM103043,13/4/2025,InstantCash,,192.28,RFX30VHEYU8KLRY,USD,4.4600223
RFX,MM103049,9/4/2025,InstantCash,,894.59,RFX30VHRZ7FTA08,USD,4.4707229
RFX,MM103067,5/4/2025,InstantCash,,245.15,RFX30VISQVHVG4T,USD,4.4317859
RFX,MM103069,2/4/2025,InstantCash,,445.58,RFX30VITOM94YP3,USD,4.4310425
RFX,MM103085,3/4/2025,InstantCash,,854.69,RFX30VJK9IR9CGY,USD,4.4332058
RFX,MM103089,25/4/2025,InstantCash,,154.8,RFX30VJO5WBVDV0,USD,4.3893019
RFX,MM103099,11/4/2025,InstantCash,,420.58,RFX30VKGH66FM65,USD,4.4600223
RFX,MM103101,8/4/2025,InstantCash,,267.6,RFX30VKH3QEEMN6,USD,4.4510958
RFX,MM103107,6/4/2025,InstantCash,,155.19,RFX30VKM1M8IABM,USD,4.4324334
RFX,MM103119,6/4/2025,InstantCash,,562.27,RFX30VL2ELEQZ8X,USD,4.4324334
RFX,MM103123,7/4/2025,InstantCash,,404.23,RFX30VL9629B4W8,USD,4.4340335
RFX,MM103129,8/4/2025,InstantCash,,243.08,RFX30VLPZ44FIPE,USD,4.4510958
RFX,MM103137,2/4/2025,InstantCash,,155.25,RFX30VMCFMM4ZBR,USD,4.4310425
RFX,MM103141,13/4/2025,InstantCash,,412.44,RFX30VMFX8AZWK9,USD,4.4600223
RFX,MM103151,8/4/2025,InstantCash,,244.89,RFX30VN1ZXCIX75,USD,4.4510958
RFX,MM103155,4/4/2025,InstantCash,,816.19,RFX30VN9OYTLP4D,USD,4.4317859
RFX,MM103163,14/4/2025,InstantCash,,266.55,RFX30VO0E7HJOL8,USD,4.4471928
RFX,MM103185,5/4/2025,InstantCash,,323.87,RFX30VP3MXYKO14,USD,4.4317859
RFX,MM103191,17/4/2025,InstantCash,,225.04,RFX30VPFUJEMFAE,USD,4.4240063
RFX,MM103195,2/4/2025,InstantCash,,405,RFX30VPKUZCV7TA,USD,4.4310425
RFX,MM103201,10/4/2025,InstantCash,,152.86,RFX30VPR0Q3HB9V,USD,4.4671047
RFX,MM103207,17/4/2025,InstantCash,,402.67,RFX30VQ3DDRTRKJ,USD,4.4240063
RFX,MM103211,9/4/2025,InstantCash,,506.69,RFX30VQ6SJUFFI9,USD,4.4707229
RFX,MM103233,8/4/2025,InstantCash,,401.41,RFX30VR7CX0JVF5,USD,4.4510958
RFX,MM103275,3/4/2025,InstantCash,,245.16,RFX30VTH4H2KN3X,USD,4.4332058
RFX,MM103279,2/4/2025,InstantCash,,267.75,RFX30VTQU280DB8,USD,4.4310425
RFX,MM103283,20/4/2025,InstantCash,,225.37,RFX30VTYKNJ7MC3,USD,4.4271778
RFX,MM103285,13/4/2025,InstantCash,,469.52,RFX30VU36XQ0U56,USD,4.4600223
RFX,MM103293,4/4/2025,InstantCash,,569.85,RFX30VUBW9IBE27,USD,4.4317859
RFX,MM103295,12/4/2025,InstantCash,,221.34,RFX30VUCPNB26RP,USD,4.4600223
RFX,MM103299,6/4/2025,InstantCash,,269.89,RFX30VUSG1ED10J,USD,4.4324334
RFX,MM103303,7/4/2025,InstantCash,,329.13,RFX30VUV71M7LS5,USD,4.4340335
RFX,MM103307,2/4/2025,InstantCash,,1215,RFX30VUW1862BVN,USD,4.4310425
RFX,MM103319,8/4/2025,InstantCash,,247.54,RFX30VVX31PTQZ9,USD,4.4510958
RFX,MM103327,2/4/2025,InstantCash,,284.18,RFX30VWJOSR5DBU,USD,4.4310425
RFX,MM103341,11/4/2025,InstantCash,,376.71,RFX30VXIZD7B8Z7,USD,4.4600223
RFX,MM103351,9/4/2025,InstantCash,,484.43,RFX30VXR1JRZOU1,USD,4.4707229
RFX,MM103353,30/4/2025,InstantCash,,686.51,RFX30VXRIB2JV0Q,USD,4.3429503
RFX,MM103365,18/4/2025,InstantCash,,338.42,RFX30VYOEYAX8HQ,USD,4.4271778
RFX,MM103373,14/4/2025,InstantCash,,783.96,RFX30VYZ84JXK35,USD,4.4471928
RFX,MM103383,6/4/2025,InstantCash,,371.1,RFX30VZKX4DT4XB,USD,4.4324334
RFX,MM103401,10/4/2025,InstantCash,,407.2,RFX30VZVZT8UI6M,USD,4.4671047
RFX,MM103435,14/4/2025,InstantCash,,445.29,RFX30W1D845IWYB,USD,4.4471928
RFX,MM103443,2/4/2025,InstantCash,,874.8,RFX30W1QL2B2XTB,USD,4.4310425
RFX,MM103447,5/4/2025,InstantCash,,380.1,RFX30W1T41K83WZ,USD,4.4317859
RFX,MM103457,3/4/2025,InstantCash,,811.68,RFX30W24BCR2DUJ,USD,4.4332058
RFX,MM103459,5/4/2025,InstantCash,,269.89,RFX30W2BMQ34YS5,USD,4.4317859
RFX,MM103463,16/4/2025,InstantCash,,204.79,RFX30W30KDOYBPD,USD,4.4289896
RFX,MM103485,25/4/2025,InstantCash,,437.05,RFX30W3PHP6VM05,USD,4.3893019
RFX,MM103499,29/4/2025,InstantCash,,243.9,RFX30W43HO1571U,USD,4.3677542
RFX,MM103509,12/4/2025,InstantCash,,444.48,RFX30W4G61UOBQB,USD,4.4600223
RFX,MM103513,20/4/2025,InstantCash,,90.14,RFX30W576VUAVHX,USD,4.4271778
RFX,MM103535,6/4/2025,InstantCash,,661.23,RFX30W6FB82H4QZ,USD,4.4324334
RFX,MM103551,4/4/2025,InstantCash,,224.35,RFX30W72M3MWYBW,USD,4.4317859
RFX,MM103565,8/4/2025,InstantCash,,398.73,RFX30W7L35X72BJ,USD,4.4510958
RFX,MM103569,16/4/2025,InstantCash,,236.3,RFX30W7YCVXPHZ1,USD,4.4289896
RFX,MM103587,5/4/2025,InstantCash,,539.78,RFX30W8J052WEKC,USD,4.4317859
RFX,MM103589,6/4/2025,InstantCash,,821.6,RFX30W8P0HPUREB,USD,4.4324334
RFX,MM103593,14/4/2025,InstantCash,,1225.23,RFX30W906QNO4CK,USD,4.4471928
RFX,MM103597,6/4/2025,InstantCash,,337.36,RFX30W90JFFG61T,USD,4.4324334
RFX,MM103599,17/4/2025,InstantCash,,90.08,RFX30W94Y9XEZ88,USD,4.4240063
RFX,MM103613,6/4/2025,InstantCash,,312.63,RFX30W9KCSGX9F7,USD,4.4324334
RFX,MM103631,5/4/2025,InstantCash,,449.82,RFX30WAFXD6T3KT,USD,4.4317859
RFX,MM103645,20/4/2025,InstantCash,,223.12,RFX30WB9BAQZL7S,USD,4.4271778
RFX,MM103661,6/4/2025,InstantCash,,382.34,RFX30WCI1M6LDYL,USD,4.4324334
RFX,MM103673,5/4/2025,InstantCash,,312.63,RFX30WD1ZL7YE1B,USD,4.4317859
RFX,MM103679,7/4/2025,InstantCash,,404.23,RFX30WDB7Z0S641,USD,4.4340335
RFX,MM103681,2/4/2025,InstantCash,,560.25,RFX30WDHXDF5H0F,USD,4.4310425
RFX,MM103703,18/4/2025,InstantCash,,1624.46,RFX30WEJNE2RAT3,USD,4.4271778
RFX,MM103709,30/4/2025,InstantCash,,436.97,RFX30WF423JUSAZ,USD,4.3429503
RFX,MM103713,30/4/2025,InstantCash,,663.51,RFX30WFG2NX3I30,USD,4.3429503
RFX,MM103723,6/4/2025,InstantCash,,267.65,RFX30WFW3GYYEWF,USD,4.4324334
RFX,MM103731,17/4/2025,InstantCash,,492.44,RFX30WGAWU901JF,USD,4.4240063
RFX,MM103743,11/4/2025,InstantCash,,892.69,RFX30WHBOEHQB95,USD,4.4600223
RFX,MM103759,8/4/2025,InstantCash,,888.69,RFX30WI06OKQ0U8,USD,4.4510958
RFX,MM103763,14/4/2025,InstantCash,,825.1,RFX30WIINRX5KBS,USD,4.4471928
RFX,MM103775,20/4/2025,InstantCash,,653.58,RFX30WJ0YIEP5HG,USD,4.4271778
RFX,MM103777,8/4/2025,InstantCash,,379.11,RFX30WJ14YNW87H,USD,4.4510958
RFX,MM103783,8/4/2025,InstantCash,,334.26,RFX30WJFA0XCBFG,USD,4.4510958
RFX,MM103791,11/4/2025,InstantCash,,575.85,RFX30WJLLRNC57N,USD,4.4600223
RFX,MM103793,6/4/2025,InstantCash,,312.63,RFX30WJW9ED17S2,USD,4.4324334
RFX,MM103803,9/4/2025,InstantCash,,598.6,RFX30WK4R3WHQI8,USD,4.4707229
RFX,MM103807,10/4/2025,InstantCash,,88.61,RFX30WK6JBBJOWY,USD,4.4671047
RFX,MM103815,30/4/2025,InstantCash,,365.03,RFX30WKSMSD1YMO,USD,4.3429503
RFX,MM103827,26/4/2025,InstantCash,,246.7,RFX30WL8Y60IWZ3,USD,4.3893019
RFX,MM103835,6/4/2025,InstantCash,,358.47,RFX30WLLKSZ3X9D,USD,4.4324334
RFX,MM103841,30/4/2025,InstantCash,,111.7,RFX30WLYXDE9940,USD,4.3429503
RFX,MM103859,4/4/2025,InstantCash,,563.51,RFX30WMP8RP74WS,USD,4.4317859
RFX,MM103869,6/4/2025,InstantCash,,143.94,RFX30WMWCULSMTK,USD,4.4324334
RFX,MM103893,8/4/2025,InstantCash,,443.34,RFX30WOPCDH6BBR,USD,4.4510958
RFX,MM103899,9/4/2025,InstantCash,,331.7,RFX30WOZ3NADRUX,USD,4.4707229
RFX,MM103901,4/4/2025,InstantCash,,811.72,RFX30WP0IORYODP,USD,4.4317859
RFX,MM103907,22/4/2025,InstantCash,,452.13,RFX30WPCDLMV4GT,USD,4.4134697
RFX,MM103911,25/4/2025,InstantCash,,358.46,RFX30WPDQAFCDTC,USD,4.3893019
RFX,MM103913,23/4/2025,InstantCash,,2444.04,RFX30WPDS7W90SW,USD,4.4091429
RFX,MM103915,6/4/2025,InstantCash,,222.66,RFX30WPEFLKYDRF,USD,4.4324334
RFX,MM103921,19/4/2025,InstantCash,,214.1,RFX30WPM4Z8H42Y,USD,4.4271778
RFX,MM103923,10/4/2025,InstantCash,,221.54,RFX30WPYPADOB92,USD,4.4671047
RFX,MM103927,2/4/2025,InstantCash,,392.24,RFX30WQ4CZENUO9,USD,4.4310425
RFX,MM103931,18/4/2025,InstantCash,,481.19,RFX30WQ9PP9W0SV,USD,4.4271778
RFX,MM103935,25/4/2025,InstantCash,,448.32,RFX30WQLYKAH9D2,USD,4.3893019
RFX,MM103939,30/4/2025,InstantCash,,1146.49,RFX30WQRKS7JZBY,USD,4.3429503
RFX,MM103953,17/4/2025,InstantCash,,313.04,RFX30WRQA6WTDRH,USD,4.4240063
RFX,MM103955,11/4/2025,InstantCash,,245.49,RFX30WRSEEWO1YP,USD,4.4600223
RFX,MM103977,5/4/2025,InstantCash,,449.82,RFX30WTKNB0F7O7,USD,4.4317859
RFX,MM103979,2/4/2025,InstantCash,,649.57,RFX30WU23MO13P8,USD,4.4310425
RFX,MM103991,30/4/2025,InstantCash,,250.57,RFX30WUVV70ROSN,USD,4.3429503
RFX,MM103993,9/4/2025,InstantCash,,85.3,RFX30WV0VETE6KT,USD,4.4707229
RFX,MM104005,17/4/2025,InstantCash,,672.74,RFX30WVHLPE9OCI,USD,4.4240063
RFX,MM104007,26/4/2025,InstantCash,,2263.3,RFX30WVI9XFU1NB,USD,4.3893019
RFX,MM104023,11/4/2025,InstantCash,,624.88,RFX30WWFE31APHS,USD,4.4600223
RFX,MM104027,9/4/2025,InstantCash,,813.98,RFX30WWOMDPE6F7,USD,4.4707229
RFX,MM104037,10/4/2025,InstantCash,,440.43,RFX30WWXIC3A8KF,USD,4.4671047
RFX,MM104039,4/4/2025,InstantCash,,446.76,RFX30WX2D74G1FK,USD,4.4317859
RFX,MM104043,18/4/2025,InstantCash,,414.95,RFX30WX6ANIHOV7,USD,4.4271778
RFX,MM104059,11/4/2025,InstantCash,,377.16,RFX30WXMJN0CCF8,USD,4.4600223
RFX,MM104061,6/4/2025,InstantCash,,629.74,RFX30WXNUAFO5DU,USD,4.4324334
RFX,MM104067,2/4/2025,InstantCash,,416.25,RFX30WXVRF8LPOZ,USD,4.4310425
RFX,MM104073,9/4/2025,InstantCash,,837,RFX30WY5A1942Q8,USD,4.4707229
RFX,MM104079,5/4/2025,InstantCash,,896.94,RFX30WYRL604JUG,USD,4.4317859
RFX,MM104083,13/4/2025,InstantCash,,490.31,RFX30WYY73C4KGW,USD,4.4600223
RFX,MM104087,18/4/2025,InstantCash,,899.09,RFX30WZDZV8GOMO,USD,4.4271778
RFX,MM104093,5/4/2025,InstantCash,,359.85,RFX30WZLASRTLTZ,USD,4.4317859
RFX,MM104103,8/4/2025,InstantCash,,446.01,RFX30X0IOPTOZB4,USD,4.4510958
RFX,MM104125,2/4/2025,InstantCash,,317.25,RFX30X1LYDH34LG,USD,4.4310425
RFX,MM104171,19/4/2025,InstantCash,,112.68,RFX30X4VKMW9WAA,USD,4.4271778
RFX,MM104183,8/4/2025,InstantCash,,180.51,RFX30X5MCA88D83,USD,4.4510958
RFX,MM104185,19/4/2025,InstantCash,,570.42,RFX30X5Q9EPLJT2,USD,4.4271778
RFX,MM104203,6/4/2025,InstantCash,,899.64,RFX30X6BWQ9I3MG,USD,4.4324334
RFX,MM104215,26/4/2025,InstantCash,,325.91,RFX30X70JKUFWU4,USD,4.3893019
RFX,MM104219,30/4/2025,InstantCash,,850.95,RFX30X77R6ESQ5S,USD,4.3429503
RFX,MM104255,23/4/2025,InstantCash,,337.88,RFX30X9XUC3605K,USD,4.4091429
RFX,MM104269,13/4/2025,InstantCash,,807.83,RFX30XB62BMJHHT,USD,4.4600223
RFX,MM104273,6/4/2025,InstantCash,,404.83,RFX30XB7PB8FKRW,USD,4.4324334
RFX,MM104281,20/4/2025,InstantCash,,178.04,RFX30XBOXI9RZFX,USD,4.4271778
RFX,MM104291,16/4/2025,InstantCash,,319.56,RFX30XC1EADET43,USD,4.4289896
RFX,MM104311,18/4/2025,InstantCash,,90.24,RFX30XD1EQ10K1Z,USD,4.4271778
RFX,MM104313,27/4/2025,InstantCash,,477.98,RFX30XD9BT1QSBN,USD,4.3893019
RFX,MM104317,4/4/2025,InstantCash,,852.53,RFX30XDAHH62WPI,USD,4.4317859
RFX,MM104319,6/4/2025,InstantCash,,359.85,RFX30XDCW7QLQ61,USD,4.4324334
RFX,MM104347,6/4/2025,InstantCash,,359.2,RFX30XF741TQ3QL,USD,4.4324334
RFX,MM104357,13/4/2025,InstantCash,,674.32,RFX30XFN88C8Y68,USD,4.4600223
RFX,MM104363,4/4/2025,InstantCash,,1144.18,RFX30XFSWVFDU59,USD,4.4317859
RFX,MM104377,16/4/2025,InstantCash,,334.42,RFX30XGGUSPDZ1E,USD,4.4289896
RFX,MM104393,4/4/2025,InstantCash,,426.55,RFX30XH57PK1GL6,USD,4.4317859
RFX,MM104401,8/4/2025,InstantCash,,244.37,RFX30XHJM5R0TQT,USD,4.4510958
RFX,MM104407,11/4/2025,InstantCash,,312.44,RFX30XI38YRCKSN,USD,4.4600223
